"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"FC","Franklin Covey Company","13.86","$198.17M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/fc",
"FSB","Franklin Financial Network, Inc.","30.94","$328.57M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/fsb",
"BEN","Franklin Resources, Inc.","33.07","$19.34B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ben",
"FT","Franklin Universal Trust","6.96","$174.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ft",
"FI","Frank&#39;s International N.V.","15.02","$2.33B","2013","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fi",
"FCX","Freeport-McMoran, Inc.","11.35","$14.21B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fcx",
"FMS","Fresenius Medical Care Corporation","43.48","$26.55B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fms",
"FDP","Fresh Del Monte Produce, Inc.","54.02","$2.75B","1997","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/fdp",
"FRO","Frontline Ltd.","7.87","$1.23B","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/fro",
"FSIC","FS Investment Corporation","9.09","$2.21B","2014","n/a","n/a","http://www.nasdaq.com/symbol/fsic",
"FCN","FTI Consulting, Inc.","40.95","$1.7B","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/fcn",
"FF","FutureFuel Corp.","10.8","$472.19M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ff",
"FXCM","FXCM Inc.","8.18","$45.83M","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fxcm",
"GCV","Gabelli Convertible and Income Securities Fund, Inc. (The)","4.66","$64.42M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gcv",
"GCV^B","Gabelli Convertible and Income Securities Fund, Inc. (The)","26.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gcv^b",
"GDV","Gabelli Dividend","19.34","$1.6B","2003","n/a","n/a","http://www.nasdaq.com/symbol/gdv",
"GDV^A","Gabelli Dividend","26.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gdv^a",
"GDV^D","Gabelli Dividend","26.8899","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gdv^d",
"GAB","Gabelli Equity Trust, Inc. (The)","5.55","$1.06B","1986","n/a","n/a","http://www.nasdaq.com/symbol/gab",
"GAB^D","Gabelli Equity Trust, Inc. (The)","26.3535","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gab^d",
"GAB^G","Gabelli Equity Trust, Inc. (The)","24.8449","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gab^g",
"GAB^H","Gabelli Equity Trust, Inc. (The)","25.41","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gab^h",
"GAB^J","Gabelli Equity Trust, Inc. (The)","25.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gab^j",
"GGZ","Gabelli Global Small and Mid Cap Value Trust (The)","10.5","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/ggz",
"GGZ^A","Gabelli Global Small and Mid Cap Value Trust (The)","25.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggz^a",
"GGT","Gabelli Multi-Media Trust Inc. (The)","7.11","$172.22M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggt",
"GGT^B","Gabelli Multi-Media Trust Inc. (The)","26.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggt^b",
